gratis	adj:free|adv:free
desnuclearización	n:denuclearization
colectivista	n:collectivist|adj:collectivist
caricaturesco	adj:absurd
rumbero	n:fun-loving|adj:rumba
triangulación	n:triangulation
sólidamente	adv:solidly
permisivo	adj:permissive
natalidad	n:birth rate
indecencia	n:indecency
implicancia	n:implication
desestabilización	n:destabilization
continencia	n:continence
condonar	v:to cancel
electoralista	adj:electioneering
impericia	n:lack of skill
mendacidad	n:mendacity
pima	n:Pima|adj:Pima
sensacionalismo	n:sensationalism
retroactividad	n:retroactivity
reorientación	n:reorientation
reintroducción	n:reintroduction
readmisión	n:readmission
privatizador	n:privatizer|adj:privatization
pigmentación	n:pigmentation
mordacidad	n:acerbity
licitante	n:bidder|adj:bidding
licitador	n:bidder
inconfesable	adj:shameful
fotomontaje	n:photomontage
desinhibición	n:disinhibition
constricción	n:constriction
comprensiblemente	adv:understandably
avanzadilla	n:advance party
asiduamente	adv:assiduously
aisladamente	adv:isolatedly
colchagua	n:Colchagua
huequito	adj:gay
recaudatorio	adj:collection
recomposición	n:recomposition
rejuvenecedor	n:rejuvenator|adj:rejuvenating
sexóloga	n:sexologist
sexólogo	n:sexologist
siniestralidad	n:accident rate
tupamaro	n:Tupamaro|adj:Tupamaro
vitalista	n:vitalist|adj:vitalistic
exotismo	n:exoticness
ineficacia	n:ineffectiveness
inequidad	n:inequity
jacobino	n:Jacobin|adj:Jacobin
chatarrero	n:scrap merchant
liberalizar	v:to deregulate
coherentemente	adv:coherently
disociación	n:dissociation
electoralismo	n:electioneering
facilón	adj:easy
mendaz	adj:mendacious
percusionista	n:percussionist
prerrequisito	n:prerequisite
reservista	n:reservist
toscamente	adv:roughly
pringue	n:fat
viralización	n:virality
superficialidad	n:superficiality
sinovitis	n:synovitis
preestreno	n:preview
plurianual	adj:multiyear
nigromante	n:necromancer
mitrídates	n:Mithridates
insoportablemente	adv:unsupportably
lejanamente	adv:remotely
displicencia	n:indifference
heteronormatividad	n:heteronormativity
ideación	n:conception
aislacionista	n:isolationist|adj:isolationist
esperable	adj:expected
exhibicionismo	n:exhibitionism
impecablemente	adv:impeccably
maximalista	n:maximalist|adj:maximalist
cinemateca	n:film library
expeditivo	adj:expeditious
observancia	n:observance
oscurecimiento	n:darkening
primorosamente	adv:elegantly
yazidí	n:Yazidi|adj:Yazidi
vacilante	adj:unsteady
transaccional	adj:transactional
proteccionista	n:protectionist|adj:protectionist
herbolario	n:herbalist|adj:herbalist
faccioso	adj:factious
asertividad	n:assertiveness
quejándose	v:gerund
menorquín	n:Minorcan|adj:Minorcan
prospección	n:research
microempresa	n:microenterprise
europeísta	n:Europeanist
equiparación	n:comparison
programático	adj:programming
habérselas	v:to deal (with)
gomero	adj:of
gomera	n:slingshot
agolpaban	v:only used in se agolpaban
agolpan	v:only used in se agolpan
camarlengo	n:camerlengo
brazuca	n:Brazilian|adj:Brazilian
conspiranoico	n:conspiratard
exmandatario	n:former leader
interprofesional	adj:interprofessional
multitarea	adj:multitasking
resiente	v:only used in se resiente
alistamiento	n:enrollment
contradictoriamente	adv:contradictorily
desenfoque	n:blurriness
destilación	n:distillation
inundable	n:floodplain|adj:flooded
islamización	n:Islamization
retornable	adj:returnable
ultranacionalista	n:ultranationalist
rajatabla	n:only used in a rajatabla
destajo	n:piece work
copago	n:copay
entumecimiento	n:numbness
hipogonadismo	n:hypogonadism
negacionismo	n:denialism
mentecato	adj:crazy
reestreno	n:rerelease
progresividad	n:progressiveness
permisible	adj:permissible
peatonalización	n:pedestrianization
navegabilidad	n:navigability
mediocampo	n:midfield
insumos	n:consumer goods
grupal	adj:group
gafete	n:identification badge
confiscación	n:confiscation
pasteurización	n:pasteurisation
achuchón	n:hug
anverso	n:opposite side
asertivo	adj:assertive
ausentismo	n:absenteeism
caprichosamente	adv:capriciously
conscripción	n:conscription
extractivo	adj:extractive
insobornable	adj:incorruptible
juncal	n:reed bed|adj:handsome
leguleyo	n:pettifogger|adj:pettifoggery
manotazo	n:slap
moldeable	adj:malleable
pamplina	n:chickweed
parrillero	n:broiler
precarización	n:casualization
pulsación	n:pulsing
subrogación	n:subrogation
judicializar	v:to judicialize
agorero	n:pessimist|adj:pessimistic
consiguientemente	adv:consequently
conurbación	n:conurbation
esclavización	n:enslavement
espesante	n:thickener
estandarización	n:standardization
rosaleda	n:rose garden
sepulcral	adj:sepulchral
subjetivismo	n:subjectivism
tocoferol	n:tocopherol
trashumancia	n:transhumance
solidarizar	v:to unite
adentras	v:only used in te adentras
adentran	v:only used in se adentran
adentrándose	v:gerund
adentraba	v:only used in me adentraba
adentre	v:only used in me adentre
adentra	v:only used in se adentra
adentró	v:only used in se adentró
peletería	n:the fur industry
sinnúmero	n:huge number
rapidísimo	adj:very fast or rapid
fortísimo	n:fortissimo|adj:fortissimo|adv:fortissimo
reingresar	v:to go back in
mercadeo	n:merchandising
apreciablemente	adv:appreciably
disfuncionalidad	n:malfunction
distrital	adj:district
doceavo	n:twelfth|adj:twelfth
entusiastamente	adv:enthusiastically
estructuralista	n:structuralist|adj:structuralist
forofo	n:fan
gravable	adj:taxable
incontinencia	n:incontinence
interiorizar	v:to internalize
liviandad	n:lightness
trivialización	n:trivialization
tecnólogo	n:technologist
submarinista	n:diver|adj:underwater
remplazar	v:to replace
reconstituyente	n:tonic|adj:restorative
raciocinio	n:reasoning
caerle	v:to come here
puentear	v:to jump a grade
coleccionable	n:collectible|adj:collectible
macarra	n:thug|adj:thuggish
acodado	adj:bent
agolparon	v:only used in se agolparon
espabilado	adj:streetwise
pavoneo	n:strut
personó	v:only used in se personó
renombrado	adj:renowned
abstengo	v:only used in me abstengo
abstuve	v:only used in me abstuve
abstienen	v:only used in se abstienen
abstiene	v:only used in se abstiene
abstuvo	v:only used in se abstuvo
abstengan	v:only used in se abstengan
abstendrá	v:only used in se abstendrá
absteniéndose	v:gerund
abstendré	v:only used in me abstendré
inmiscuye	v:only used in se inmiscuye
resentía	v:only used in me resentía
resintió	v:only used in se resintió
resienten	v:only used in se resienten
resienta	v:only used in me resienta
autoengaño	n:self-delusion
ajardinado	n:landscaping
vérselas	v:to deal with
tempranamente	adv:shortly
almagro	n:a surname
debatible	adj:debatable
democratizador	adj:democratizing
desmoralizante	adj:daunting
estructuralismo	n:structuralism
justificativo	adj:justifying
unidireccional	adj:unidirectional
vitalmente	adv:vitally
aserrado	n:sawing
centelleo	n:shimmering
desbocado	adj:runaway
chamartín	n:Chamartín
pisito	n:little rug
retuit	n:retweet
burdamente	adv:coarsely
despersonalización	n:depersonalization
dirigencia	n:leadership
escalable	adj:climbable
medioambientalmente	adv:environmentally
rastreable	adj:traceable
doctorando	n:PhD student
enmarañado	adj:tangled
entronque	n:link
garcha	n:dick
incordio	n:pest
asaz	adv:very
bochornoso	adj:sweltering
carretillero	n:forklift operator
consumible	n:consumable|adj:consumable
cristalización	n:crystallization
intermareal	adj:intertidal
salmonela	n:salmonella
salmonelosis	n:salmonellosis
sancionable	adj:sanctionable
transmisible	adj:transmissible
trituración	n:grinding
pandeo	n:bulging
petado	adj:packed
querelló	v:only used in se querelló
rearme	n:rearmament
regodeo	n:gloat|v:only used in me regodeo
regodea	v:only used in se regodea
charlestón	n:Charleston
elíxir	n:elixir
escrache	n:public demonstration
exjefe	n:former boss
plasmación	n:visualisation
discriminador	n:discriminator|adj:discriminatory
reimpulsar	v:to relaunch
viralizar	v:to go viral
tijeretazo	n:snip
cancerbero	n:goalkeeper
descapitalización	n:decapitalization
desforestación	n:deforestation
etnógrafo	n:ethnographer
excombatiente	n:ex-combatant
insurreccional	adj:insurrectional
marchamo	n:label
submarinismo	n:scuba diving
tuberculoso	adj:tuberculous
refrigeradora	n:refrigerator
sanfermines	n:San Fermín
soplido	n:a strong burst of air
sobrevalorar	v:to overrate
sobrevalorado	adj:overrated
subrogado	adj:surrogate
troleo	n:trolling
coletilla	n:stock phrase
concomitancia	n:concomitance
ideologización	n:ideologization
obligadamente	adv:obligatorily
domiciliación	n:direct debit
grupúsculo	n:small group
victimista	adj:victimizing
parieto-	?:parieto-
baratillo	n:junk
contumaz	adj:obstinate
neogótico	adj:neogothic
profesionista	n:professional
transexualidad	n:transsexuality
chirriante	adj:creaky
elocuentemente	adv:eloquently
helipuerto	n:heliport
infaltable	adj:unmissable
infumable	adj:pulp
laudatorio	adj:laudatory
noticiario	n:newscast
reforestar	v:to reforest
repesca	n:repechage
cabezudo	n:mullet|adj:big-headed
energizante	adj:energizing
procedimental	adj:procedural
tupido	adj:thick
apalancamiento	n:hiding
conexidad	n:connection
ilusionismo	n:illusionism
pichichi	n:top scorer in the league
refrendación	n:endorsement
exmagistrado	n:former judge
merecidamente	adv:deservedly
personajillo	n:minor celebrity
prefectura	n:prefecture
privadamente	adv:privately
socializar	v:to socialize
tallista	n:woodcarver
manufacturero	adj:manufacturer
motorizado	n:biker|adj:motorized
acreditativo	adj:certifying
apoyatura	n:appoggiatura
clasicista	n:classicist|adj:classical
constructivista	n:constructivist|adj:constructivist
fervientemente	adv:fervently
prontitud	n:promptitude
reembolsable	adj:refundable
semisótano	n:basement
anticatalanismo	n:anti-Catalanism
anticontaminación	adj:antipollution
bolivarianismo	n:Bolivarianism
carretón	n:cart
ciborg	n:cyborg
electrógeno	n:electric generator|adj:electrogenic
estelada	n:Estelada
categorización	n:categorization
culpabilizar	v:to blame
funcionariado	n:civil service
inobservancia	n:violation
mosquetón	n:musket
prosecución	n:pursuit
transfiguración	n:transfiguration
vertebración	n:support
luzón	n:Luzon
desapasionado	adj:passionless
hidrográfico	adj:hydrographic
afrodescendiente	adj:of African descent
arreglista	n:arranger
bereber	n:Berber|adj:Berber
colchoneta	n:airbed
correccional	n:reform school|adj:correctional
desaguadero	n:drain
desenvolvimiento	n:development
dominancia	n:dominance
esbeltez	n:slenderness
escolapio	n:Piarist
nocturnidad	n:nocturnality
orquestación	n:orchestration
sindicatura	n:syndicate
gólgota	n:Golgotha
percentil	n:percentile
nororiental	adj:northeast
muralismo	n:muralism
reposicionamiento	n:repositioning
semillero	n:seedbed
voluntarismo	n:volunteerism
patatero	n:potato merchant|adj:potato
bienamado	adj:beloved
bandolerismo	n:banditry
condenable	adj:punishable
contrabajista	n:bass guitar player
deslave	n:landslide
encefalograma	n:encephalogram
falseamiento	n:falsification
interdicción	n:interdiction
prohibicionista	n:prohibitionist|adj:prohibitionist
ajusticiamiento	n:execution
desaconsejable	adj:inadvisable
deshonestidad	n:dishonesty
estafilococo	n:staphylococcus
fundamentación	n:basis
instructivo	n:how-to|adj:instructive
pluriempleo	n:moonlighting
ganzúa	n:lock pick
torrero	n:lighthouse keeper
barranquismo	n:canyoning
calefón	n:water heater
contracorriente	n:countercurrent
descongestión	n:decongestion
deslegitimar	v:to delegitimize
premiación	n:award ceremony
prenupcial	adj:prenuptial
refinamiento	n:refinement
rompiente	n:reef
recurrencia	n:recurrence
sufriente	adj:suffering
zapatazo	n:blow with a shoe
nomenclátor	n:name catalogue
precandidatura	n:potential candidacy
asadero	n:grill|adj:roasting
austrohúngaro	adj:Austro-Hungarian
burgomaestre	n:burgomaster
circunspección	n:circumspection
clarificador	n:clarifier|adj:clarifying
expatriación	n:expatriation
mantero	n:a person
naviera	n:shipping company
oncológico	adj:oncological
victimizar	v:to victimize
precarizar	v:to make precarious
fabela	n:fabella
teleserie	n:TV series
desvirtuar	v:to distort
dócilmente	adv:docilely
exhalación	n:exhalation
insularidad	n:insularity
razonabilidad	n:reasonableness
exentrenador	n:former trainer
balinés	adj:Balinese
reevaluar	v:to reevaluate
jefazo	n:big shot
mediometraje	n:a medium length film
mapear	v:to map
gnl	n:LNG — liquified natural gas
bigotito	n:small moustache
metrobús	n:metrobus
canelones	n:a department of Uruguay
asgardiano	n:Asgardian|adj:Asgardian
canelón	n:icicle
romantizar	v:to romanticize
beicon	n:bacon
estruendosamente	adv:loudly
indecible	adj:unspeakable
intentona	n:attempt
densificación	n:densification
dinamización	n:dynamization
relocalización	n:relocation
tecnificación	n:technification
aerógrafo	n:airbrush
agravación	n:aggravation
civilizatorio	adj:civilizing
efusividad	n:effusiveness
incondicionalidad	n:unconditional loyalty
preponderantemente	adv:prominently
desagregación	n:disintegration
disuasión	n:dissuasion
fenobarbital	n:phenobarbital
provocativamente	adv:provocatively
torcaz	n:common wood pigeon
disrupción	n:disruption
ferrari	n:Ferrari
repetidora	n:repeater
humanitarismo	n:humanitarianism
tirolés	n:Tyrolean|adj:Tyrolean
almohadillado	adj:padded
provenzal	n:Provençal|adj:Provençal
librillo	n:stomach
gentrificación	n:gentrification
recalibrar	v:to recalibrate
tirolina	n:zipline
cegador	adj:blinding
buzoneo	n:mass mailing
encarnizadamente	adv:fiercely
rodillazo	n:a hit or push with a knee
travestismo	n:transvestism
bailecito	n:folk dance
calderilla	n:small change
desbalance	n:imbalance
encharcamiento	n:flooding
ensanchamiento	n:widening
esclavizante	adj:enslaving
externalidad	n:externality
fresquito	adj:chilly, cool
liébana	n:Liébana
independizar	v:to make independent
iridiscente	adj:iridescent
recurrentemente	adv:recurrently
embolización	n:embolization
eneagrama	n:enneagram
internamiento	n:internment
revaloración	n:revaluation
concesionar	v:to concede
trenecito	n:small train
poquitito	n:tiny bit
cuadrito	n:small painting
economicista	n:economicist
minusvalorar	v:to underestimate
algodonero	n:cotton grower|adj:cotton
comercializador	n:marketer
controlable	adj:controllable
exitazo	n:large success
jerarquización	n:hierarchy
sotobosque	n:undergrowth
vergonzosamente	adv:modestly
isleta	n:refuge island
subfusil	n:submachinegun
pejerrey	n:any of various fish
youtuber	n:YouTuber|adj:YouTube
tonificar	v:to tone
monjita	n:monjita
revalorar	v:to revalue
recapturar	v:to recapture
verborragia	n:verbiage
termorregulación	n:thermoregulation
exdictador	n:former dictator
orientalizante	adj:orientalizing
distendido	adj:calm
marihuano	n:weedhead|adj:stoned
identificador	n:identifier|adj:identifying
emplumado	adj:feathered
sedán	n:sedan
fechoría	n:misdeed
mágicamente	adv:magically
badén	n:dip
sambódromo	n:sambadrome
disipación	n:dissipation
desmoralización	n:demoralization
voluptuosidad	n:voluptuousness
simbolización	n:symbolization
súcubo	n:succubus
patadita	n:small kick
extractora	n:extractor hood
desgarramiento	n:upheaval
paginación	n:pagination
bigotón	n:huge moustache
campanazo	n:chime
buenismo	n:do-goodism
posidonia	n:seagrass
descolonizar	v:to decolonize
fijeza	n:stability
menaje	n:furnishings
marquito	n:slide mounting
espigado	adj:willowy
cuqui	n:cutie|adj:cute
botonera	n:panel
desaprender	v:to forget
despoblar	v:to depopulate
flacucho	adj:skinny
suplencia	n:substitution
telefonillo	n:entryphone
intergeneracional	adj:intergenerational
vicegobernador	n:vice governor
prolongadamente	adv:prolongedly
subsidiariamente	adv:subsidiarially
ciberdelincuencia	n:cybercrime
impulsión	n:impulsion
subtitulación	n:subtitling
socarronamente	adv:surlily
reasentamiento	n:resettlement
hirsutismo	n:hirsuteness
ebitda	n:EBITDA
sobreoferta	n:surplus
sopetón	n:strong blow
telefilme	n:TV movie
transducción	n:transduction
expareja	n:ex
cavernario	adj:cave
marginalización	n:marginalization
guarimba	n:a social building
