's	?:ин
visor	?:козырёк
vista	?:вид
vistula	?:Висла
visual	?:визуа́льный
visualization	?:визуализа́ция
vital	?:жизненный
vitalism	?:витали́зм
vitality	?:жи́зненность
vitamin	?:витамин
vitebsk	?:Витебск
vitex	?:ви́текс
vitiate	?:испо́ртить
viticulture	?:виногра́дарство
viticulturist	?:виногра́дарь
vitiligo	?:витилиго
vitrification	?:стеклование
vitrine	?:витри́на
vitriol	?:купоро́с
vituperate	?:критиковать
vituperative	?:бранный
vivacious	?:жизнерадостный
vivacity	?:жи́вость
vivarium	?:вива́рий
vivianite	?:вивианит
vivid	?:живо́й
vividly	?:отчетливо
vivify	?:оживи́ть
viviparous	?:живородя́щий
vivipary	?:живорожде́ние
vivisection	?:вивисе́кция
vixen	?:лиса́
vizier	?:визирь
vks	?:ВКС
vladikavkaz	?:Владикавка́з
vladimir	?:Владимир
vladislav	?:Владисла́в
vladivostok	?:Владивосток
vlog	?:влог
vlogger	?:вло́ггер
vltava	?:Влта́ва
vobla	?:во́бла
vocabulary	?:вокабуля́р
vocal	?:гро́мкий
vocalic	?:гла́сный
vocalism	?:вокали́зм
vocalist	?:вокали́ст
vocalization	?:вокализа́ция
vocation	?:призва́ние
vocative	?:зову́щий
vociferation	?:шум
vociferous	?:кричащий
vocoder	?:воко́дер
vodka	?:водка
vodyanoy	?:водяно́й
vogue	?:мо́да
voice	?:голос
voice-over	?:войсо́вер
voiced	?:зво́нкий
voiceless	?:безгла́сный
voicemail	?:автоотве́тчик
voicing	?:озвонче́ние
void	?:пустой
voilà	?:на
voivode	?:воево́да
voivodeship	?:воево́дство
vojvodina	?:Воеводина
volans	?:Летучая Рыба
volapük	?:волапю́к
volapükist	?:волапюкист
volatile	?:вспыльчивый
volatility	?:волатильность
volcanic	?:вулканический
volcanism	?:вулкани́зм
volcano	?:вулкан
volcanological	?:вулканологи́ческий
volcanologist	?:вулкано́лог
volcanology	?:вулканоло́гия
vole	?:полёвка
volga	?:Волга
volgograd	?:Волгоград
volhynia	?:Волы́нь
volition	?:воля
volkhv	?:волхв
volkswagen	?:Фольксваген
volley	?:залп
volleyball	?:волейбол
volnovakha	?:Волнова́ха
volochysk	?:Волочи́ск
volodymyr	?:Влади́мир
vologda	?:Вологда
volos	?:Во́лос
volost	?:во́лость
volsci	?:вольски
volt	?:вольт
voltage	?:вольта́ж
volte-face	?:круто́й поворо́т
voltmeter	?:вольтметр
volubility	?:говорли́вость
voluble	?:болтливый
volume	?:том
voluminous	?:ёмкостный
voluntarily	?:доброво́льно
voluntary	?:добровольный
volunteer	?:волонтёр
volunteering	?:волонтёрство
volunteerism	?:волонтёрство
voluntell	?:добровольно-принудительно
voluptuary	?:сластолю́бец
voluptuous	?:сладостра́стный
volute	?:волю́та
volvo	?:Во́льво
volyn	?:Волы́нь
vomit	?:рвать
vomiting	?:рво́та
voodoo	?:ву́ду
voracious	?:жа́дный
voracity	?:ненасы́тность
vorarephilia	?:ворарефили́я
vorarlberg	?:Фо́рарльберг
vorkuta	?:Воркута́
vormsi	?:Вормси
voronezh	?:Воронеж
voronezhian	?:воро́нежский
voroshylovhrad	?:Ворошиловгра́д
vorotan	?:Ворота́н
vorozhba	?:Ворожба́
vortex	?:вихрь
vortical	?:вихревой
vorticella	?:суво́йка
vosges	?:Воге́зы
vosnesensk	?:Вознесе́нск
vote	?:голос
voter	?:голосовать
votic	?:водский
voting	?:голосова́ние
votive	?:клятвенный
votkinsk	?:Во́ткинск
vouch	?:ручаться
voucher	?:ва́учер
vouchsafe	?:соизво́лить
vovchansk	?:Волча́нск
vow	?:заро́к
vowel	?:гласный
voxel	?:воксел
voyage	?:рейс
voyeur	?:вуайери́ст
voyeurism	?:вуайери́зм
voznesenivka	?:Вознесе́новка
voznesensk	?:Вознесе́нск
vpn	?:ви-пи-эн
vrancea	?:Вра́нча
vroom	?:рёв
vrykolakas	?:Врыколак
vuhledar	?:Угледа́р
vuhlehirsk	?:Углего́рск
vukovar	?:Ву́ковар
vulcan	?:Вулкан
vulcanization	?:вулканиза́ция
vulcanize	?:вулканизи́ровать
vulgar	?:вульга́рный
vulgarian	?:хам
vulgarism	?:вульгари́зм
vulgarity	?:вульга́рность
vulgate	?:Вульга́та
vulnerability	?:рани́мость
vulnerable	?:уязви́мый
vulpecula	?:Лисичка
vulpine	?:ли́сий
vulture	?:гриф
vulva	?:вульва
vuvuzela	?:вувузе́ла
vw	?:Фольксва́ген
vyborg	?:Вы́борг
vyimka	?:Вы́емка
vyksa	?:Вы́кса
vylkove	?:Ви́лково
vynnyky	?:Ви́нники
vynohradiv	?:Виногра́дов
vyshhorod	?:Вы́шгород
vyshneve	?:Вишнёвое
vyshyvanka	?:вышива́нка
vytkiv	?:Витков
vyzhnytsia	?:Ви́жница
vänern	?:Венерн
västerbotten	?:Вестерботтен
västerås	?:Вестеро́с
vé	?:Ве
võro	?:вы́ро
völuspá	?:Прорица́ние вёльвы
völva	?:вёльва
w-boson	?:W-бозон
wack	?:чудак
wacko	?:чудной
wad	?:пыж
waddle	?:перева́ливаться
wade	?:пробираться
wade-giles	?:Уэ́йд-Джа́йлз
wader	?:бахи́ла
wafer	?:ва́фля
waffen-ss	?:Ваффен-СС
waffle	?:вафля
waft	?:дуть
wag	?:виля́ние
wage	?:жа́лование
wager	?:ста́вка
waggish	?:озорно́й
wagner	?:Ва́гнер
wagnerian	?:вагнеровский
wagon	?:воз
wagoner	?:возни́ца
wagtail	?:трясогузка
wagyu	?:ва́гю
wah	?:уа-а-а
wahhabi	?:ваххабит
wahhabism	?:ваххаби́зм
wahhabite	?:ваххаби́т
wai	?:вай
waif	?:нахо́дка
waifu	?:ва́йфу
wail	?:вой
wailer	?:пла́кальщица
wain	?:пово́зка
wainscot	?:пане́ль
wainscotting	?:[[стенной|стенны́е]] [[панель|пане́ли]]
wainwright	?:каре́тник
waist	?:талия
waistcoat	?:жиле́т
waistline	?:та́лия
wait	?:ждать
waitangi	?:Вайтанги
waiter	?:ке́льнер
waiting	?:ожида́ние
waitress	?:официантка
waive	?:отбрасывать
waiver	?:освобожде́ние
waka	?:ва́ка
wakayama	?:Вакая́ма
wake	?:кильва́тер
wakeboarding	?:вейкбординг
wakefield	?:Уэ́йкфилд
wakefulness	?:бо́дрствование
wakkanai	?:Ваккана́й
wales	?:Уэльс
wali	?:вали́
walk	?:пройти
walk-on	?:стати́ст
walker	?:пешехо́д
walkie-talkie	?:во́ки-то́ки
walking	?:ходячий
walkman	?:пле́ер
walkover	?:лёгкая [[побе́да]]
walkthrough	?:прохожде́ние
wall	?:стена
wallaby	?:ва́ллаби
wallachia	?:Вала́хия
wallachian	?:вала́х
wallcreeper	?:стенола́з
wallet	?:кошелёк
walleye	?:косогла́зие
wallflower	?:желтофио́ль
wallonia	?:Валло́ния
walloon	?:валло́н
wallop	?:[[си́льный]] [[уда́р]]
wallow	?:лу́жа
wallpaper	?:обои
walnut	?:грецкий орех
walrus	?:морж
walter	?:Ва́льтер
waltz	?:вальс
wampum	?:ва́мпум
wan	?:бле́дный
wand	?:жезл
wander	?:стра́нствие
wanderer	?:путеше́ственник
wandering	?:странствие
wanderlust	?:страсть к путешествиям
wanderwort	?:вандерво́рт
wane	?:спад
wang	?:Ван
wangle	?:выу́живать
wank	?:чушь
wanker	?:дебил
want	?:жела́ние
wanted	?:жела́емый
wanton	?:весёлый
wapiti	?:вапити
waqf	?:ва́куф
war	?:война
waray-waray	?:вара́йский
warband	?:дружи́на
warble	?:залива́ться
warbler	?:камы́шевка
ward	?:быть начеку
warden	?:надзира́тель
wardrobe	?:шкаф
wardroom	?:каю́т-компа́ния
ware	?:това́р
warehouse	?:склад
warehouseman	?:кладовщи́к
warehousewoman	?:кладовщи́ца
wares	?:това́р
warez	?:варез
warfare	?:война
warhammer	?:Вархаммер
warhead	?:боеголо́вка
warily	?:насторо́женно
warlike	?:вражде́бный
warlock	?:маг
warlord	?:воево́да
warlpiri	?:вальбири
warm	?:тёплый
warm-up	?:разминка
warming	?:потепле́ние
warmish	?:теплова́тый
warmly	?:тепло́
warmonger	?:милитари́ст
warmth	?:тепло́
warn	?:предупрежда́ть
warning	?:предупреждение
warp	?:основа
warpath	?:тропа́ войны́
warrant	?:манда́т
warranty	?:гара́нтия
warren	?:муравейник
warrior	?:во́ин
warsaw	?:Варшава
warship	?:вое́нный кора́бль
wart	?:бородавка
warta	?:Ва́рта
warthog	?:борода́вочник
wartime	?:вое́нное вре́мя
warwick	?:Уо́рик
wary	?:насторо́женный
wasabi	?:васаби
wash	?:мыть
washbasin	?:ра́ковина
washboard	?:стиральная доска
washbowl	?:ра́ковина
washcloth	?:мочалка
washer	?:шайба
washerman	?:мо́йщик
washerwoman	?:мо́йщица
washing	?:бельё
washington	?:Вашингтон
washout	?:неуда́чник
washstand	?:умыва́льная
washtub	?:ша́йка
wasla	?:ва́сла
wasp	?:оса
waste	?:тратить
wasteful	?:расточи́тельный
wasteland	?:пу́стошь
wastepaper	?:макулату́ра
wastewater	?:помо́и
wat	?:ват
watch	?:часы
watchdog	?:контролёр
watchful	?:бди́тельный
watchfulness	?:насторо́женность
watchlist	?:спи́сок наблюде́ния
watchmaker	?:часовщи́к
watchman	?:охра́нник
watchtower	?:сторожева́я ба́шня
watchword	?:клич
water	?:вода
water-repellent	?:водоотта́лкивающий
water-resistant	?:водосто́йкий
waterboarding	?:вотербо́рдинг
waterbomber	?:пожа́рный самолёт
waterbuck	?:водяно́й козёл
watercolour	?:акваре́льный
watercourse	?:ру́сло
watercress	?:брункре́сс
watered-down	?:разба́вленный
waterer	?:полива́льщик
waterfall	?:водопад
watergate	?:Уо́тергейт
waterhole	?:водопой
watering	?:поли́в
waterline	?:ватерли́ния
watermark	?:водяной знак
watermelon	?:арбуз
